"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"229972","A-229972",2,"2021-04-11 12:54:38.000000000","2021-04-11 15:51:24.000000000",43.094087,-76.166356,43.094738,-76.167986,0.094,"Crash on I-90 - NYS Thruway eastbound at After Exit 36 (I-90) - Syracuse (I-81) starting 12:54 PM 04/11/2021 [CARS CAD-211010149]",NA,"I-90 W","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-04-11 12:54:00",72,72,49,29.09,10,"ESE",12,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"232249","A-232249",2,"2021-10-12 11:56:41","2021-10-12 13:44:18",43.07236,-76.089216,43.07684,-76.089006,0.31,"NYSDOT - Region 3: Crash on NY 635 northbound between Exeter Street; CR 181 (De Witt) and Grover St (De Witt) 1 Left lane of 2 lanes closed",6220," Thompson Rd","R","Syracuse","Onondaga","NY","13206-1404","US","US/Eastern","KSYR","2021-10-12 11:54:00",74,74,62,29.6,10,"ESE",8,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"232579","A-232579",2,"2021-08-25 19:07:32","2021-08-25 21:13:15",43.051289,-76.148868,43.051119,-76.146148,0.138,"NYSDOT - Region 3: Crash on I-690 eastbound just past I-81 Southbound (Syracuse) 1 Left lane of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-08-25 18:54:00",86,86,72,29.61,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"233118","A-233118",2,"2021-12-20 06:30:18","2021-12-20 08:35:06",43.108302,-76.283322,43.106842,-76.289292,0.318,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway eastbound at Before Exit 39 (I-90) - State Fair (I-690) starting 6:30 AM 12/20/2021 [CARS CAD-213540030]",NA,"I-90 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-12-20 06:54:00",22,16,92,29.85,10,"ESE",5,0,"Partly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"233120","A-233120",2,"2021-11-12 18:23:59","2021-11-12 20:28:08",43.108301,-76.283339,43.107444,-76.287163,0.202,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway eastbound at Before Exit 39 (I-90) - State Fair (I-690) starting 6:23 PM 11/12/2021 [CARS CAD-213160334]",NA,"I-90 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-11-12 17:54:00",48,48,80,29.43,10,"CALM",0,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"234549","A-234549",2,"2021-12-30 12:11:09.000000000","2021-12-30 13:56:22.000000000",43.078755,-76.177943,43.096415,-76.200663,1.674,"Crash on NY 370 westbound between Park Street; Ramp (Salina) and Oswego Street (Salina) 1 Right lane of 2 lanes closed",NA,"NY-370","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-12-30 11:54:00",43,40,86,29.48,10,"WNW",5,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"235922","A-235922",2,"2021-12-26 16:10:12.000000000","2021-12-26 17:51:17.000000000",43.092166,-76.10679,43.092266,-76.16006,2.688,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at After Exit 35 (I-90) - Syracuse (Rte 298) starting 4:10 PM 12/26/2021 [CARS CAD-213600183]",NA,"I-90 W","R","Syracuse","Onondaga","NY","13211","US","US/Eastern","KSYR","2021-12-26 16:09:00",35,29,96,29.58,3,"WNW",8,0.01,"Wintry Mix","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"236307","A-236307",2,"2021-12-04 09:59:06","2021-12-04 12:04:51",43.083326,-76.226256,43.087526,-76.230772,0.369,"NYSDOT - Region 3: Crash on I-690 westbound just past Exit 6 - NY 695 (Geddes) 1 Left lane of 2 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-12-04 09:54:00",36,31,79,29.59,10,"SE",6,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"237693","A-237693",2,"2021-09-24 15:40:18","2021-09-24 17:49:48",43.087531,-76.230772,43.106171,-76.247682,1.545,"Crash on I-690 westbound before Exit 5 - State Fair Boulevard; Van Vleck Road; CR 80 (Geddes) 1 Left lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-09-24 15:54:00",67,67,54,29.55,10,"SW",9,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"240708","A-240708",2,"2021-12-09 09:54:08.000000000","2021-12-09 11:59:44.000000000",43.051353,-76.145628,43.052743,-76.149948,0.238,"NYSDOT - Region 3: Crash on I-81 northbound at I-690 West (Syracuse) All lanes closed",NA,"I-81 N","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-12-09 09:54:00",29,20,69,29.74,10,"NW",9,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"243143","A-243143",2,"2021-05-20 20:37:17","2021-05-20 22:44:40",43.051784,-76.127574,43.05156,-76.131017,0.175,"NYSDOT - Region 3: Crash on I-690 westbound just past Exit 14 - Teall Avenue (Syracuse) 1 Right lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-05-20 20:54:00",75,75,41,29.89,10,"N",3,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"247051","A-247051",2,"2021-03-09 16:32:48.000000000","2021-03-09 16:59:42.000000000",43.063452,-76.158899,43.069558,-76.168031,0.625,"Slow traffic on I-81 N from Spencer St (I-81) to NY-370/Park St/Exit 23-24 (I-81) due to accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2021-03-09 16:54:00",47,44,52,29.94,10,"WNW",7,0,"Partly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"252521","A-252521",2,"2021-10-29 09:34:00","2021-10-29 15:50:00",43.068393,-76.167029,43.059187,-76.154834,0.885,"Incident on I-81 SB near EXIT 22 Expect long delays.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-10-29 09:54:00",48,43,80,29.43,10,"ENE",13,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"252522","A-252522",2,"2021-09-15 15:19:28","2021-09-15 17:32:59",43.070846,-76.169321,43.062643,-76.158402,0.791,"NYSDOT - Region 3: Crash on I-81 southbound before Exit 21 - Spencer Street; Catawba Street (Syracuse) 2 Left lanes of 3 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-09-15 15:42:00",67,67,93,29.49,6,"WNW",7,0.12,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"253464","A-253464",2,"2021-05-01 08:48:17","2021-05-01 10:12:21",43.052748,-76.149963,43.054038,-76.152913,0.174,"Crash on I-690 westbound before Exit 11 - West Street (Syracuse) 1 Right lane of 2 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-05-01 08:54:00",40,33,63,29.58,10,"NNW",12,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"254439","A-254439",2,"2021-06-04 17:18:28","2021-06-04 19:28:56",43.141832,-76.115011,43.147935,-76.12597,0.695,"NYSDOT - Region 3: Crash on I-481 northbound just past Exit 9N; I-81 N (Cicero) 1 Right lane of 3 lanes closed",NA,"NY-481 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-06-04 16:54:00",83,83,39,29.4,10,"WNW",8,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"254858","A-254858",2,"2021-12-03 17:20:52","2021-12-03 19:28:23",43.026273,-76.140293,43.024397,-76.140187,0.13,"NYSDOT - Region 3: Crash on I-81 southbound before Exit 17 - South Salina Street; Brighton Avenue; State Street (Syracuse) 2 Right lanes of 3 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2021-12-03 16:54:00",32,26,66,29.6,10,"W",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"255829","A-255829",4,"2021-09-27 23:16:20","2021-09-28 01:21:10",43.106542,-76.15125,43.096932,-76.16026,0.805,"NYSDOT - Region 3: Crash on I-81 southbound ramp to Exit 25A - I-90 (Salina) All lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-09-27 22:54:00",70,70,73,29.33,10,"WSW",7,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"256007","A-256007",2,"2021-12-26 16:10:13","2021-12-26 17:51:17",43.106542,-76.15125,43.096932,-76.16026,0.805,"Incident on I-81 SB near US-11 Expect long delays.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-12-26 16:09:00",35,29,96,29.58,3,"WNW",8,0.01,"Wintry Mix","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"256113","A-256113",2,"2021-10-06 06:50:06","2021-10-06 08:12:56",43.053427,-76.121879,43.052967,-76.123445,0.085,"NYSDOT - Region 3: Crash on I-690 westbound just past Exit 14 - Teall Avenue (Syracuse) 1 Right lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-10-06 06:54:00",60,60,96,29.92,10,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Night","Day","Day","Day"
"258608","A-258608",2,"2021-08-31 15:38:08","2021-08-31 16:31:19",43.072254,-76.207779,43.060627,-76.188045,1.28,"Slow traffic on I-690 E from Exit 7 (I-690) to Hiawatha Blvd/Exit 8 (I-690) due to accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-08-31 15:54:00",81,81,54,29.33,10,"WNW",12,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"264317","A-264317",2,"2021-10-29 21:39:52","2021-10-29 23:19:25",43.054986,-76.143117,43.054288,-76.144548,0.087,"Incident on NY-290 WB near N MCBRIDE ST Road closed. Take alternate route.",400," Catherine St","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-10-29 21:54:00",53,53,61,29.25,10,"E",10,0,"Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Night"
"269560","A-269560",2,"2021-05-03 13:48:20","2021-05-03 15:56:29",43.056353,-76.153568,43.053053,-76.151078,0.26,"NYSDOT - Region 3: Crash on I-81 southbound at I-690 East (Syracuse) 1 Left lane of 2 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-05-03 13:54:00",70,70,53,29.32,10,"ENE",7,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"270132","A-270132",4,"2021-06-25 20:04:43","2021-06-25 22:18:46",43.127019,-76.136248,43.126819,-76.136533,0.02,"NYSDOT - Region 3: Crash on US 11 northbound between Pleasant Ave (Clay) and Sandra Ln (Clay) All lanes closed",458," S Main St","R","Syracuse","Onondaga","NY","13212-2819","US","US/Eastern","KSYR","2021-06-25 19:54:00",80,80,40,29.67,10,"S",13,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"276019","A-276019",2,"2021-11-23 01:38:30","2021-11-23 06:32:30",43.06911,-76.201171,43.087526,-76.230772,1.962,"Slow traffic on I-690 W from Willis Ave (I-690) to NY-695/Exit 6 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-11-23 01:39:00",31,23,96,29.52,1,"W",8,0.02,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"276735","A-276735",2,"2021-10-20 12:36:31","2021-10-20 13:47:37",43.050967,-76.147318,43.044384,-76.142567,0.514,"Stationary traffic on I-81 S from I-690 E to S State St exit [17] due to accident.",112," N State St","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-10-20 12:54:00",73,73,51,29.56,10,"WSW",13,0,"Fair","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"278663","A-278663",2,"2021-06-04 07:49:34.000000000","2021-06-04 09:35:20.000000000",43.139995,-76.114386,43.141615,-76.114696,0.113,"NYSDOT - Region 3: Crash on I-481 southbound at Exit 9N; I-81 N (Cicero) 1 Right lane of 3 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-06-04 07:54:00",70,70,76,29.45,10,"W",3,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"282726","A-282726",2,"2021-09-06 09:15:09","2021-09-06 10:37:43",43.056654,-76.178673,43.056244,-76.177159,0.082,"Incident on I-690 EB near NY-298 Right lane blocked. Expect delays.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-09-06 08:54:00",69,69,75,29.33,10,"SW",14,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"283025","A-283025",2,"2021-06-08 07:00:00.000000000","2021-06-08 09:07:27.000000000",43.057605,-76.105168,43.056481,-76.109804,0.247,"NYSDOT - Region 3: Crash on I-690 westbound before Exit 15 - Midler Avenue (Syracuse) 1 Left lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-06-08 06:54:00",72,72,87,29.63,2,"W",6,0.4,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"286543","A-286543",2,"2021-12-09 09:14:30","2021-12-09 11:23:27",43.054289,-76.152119,43.054639,-76.15211,0.024,"NYSDOT - Region 3: Crash on I-81 northbound at Pearl Street (Syracuse) 2 Left lanes of 4 lanes closed",298," N Salina St","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-12-09 08:54:00",29,20,75,29.73,9,"WNW",9,0,"Cloudy","False","False","False","False","False","False","False","False","False","True","False","False","False","Day","Day","Day","Day"
"289613","A-289613",2,"2021-12-17 20:44:57","2021-12-17 22:49:16",43.092166,-76.10679,43.092266,-76.16006,2.688,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at Before Exit 36 (I-90) - Syracuse (I-81) starting 8:44 PM 12/17/2021 [CARS CAD-213510458]",NA,"I-90 W","R","Syracuse","Onondaga","NY","13211","US","US/Eastern","KSYR","2021-12-17 20:54:00",35,30,82,29.78,10,"W",6,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"291333","A-291333",2,"2021-09-10 09:48:24.000000","2021-09-10 11:11:56.000000",43.054142,-76.118323,43.054776,-76.115595,0.145,"NYSDOT - Region 3: Crash on I-690 eastbound just past Exit 14 - Teall Avenue (Syracuse) 1 Right lane of 4 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2021-09-10 09:54:00",65,65,68,29.53,10,"WNW",14,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"298699","A-298699",2,"2021-07-25 04:50:31","2021-07-25 06:38:18",43.055648,-76.111878,43.056594,-76.109124,0.154,"Crash on I-690 eastbound before Exit 15 - Midler Avenue (Syracuse) 1 Left lane of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-07-25 04:54:00",72,72,81,29.34,10,"SW",9,0.05,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"300158","A-300158",2,"2021-04-16 15:53:45","2021-04-16 17:36:08",43.056354,-76.153579,43.04865,-76.142862,0.759,"Crash on I-81 southbound before I-690 East (Syracuse) 1 Left lane of 2 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-04-16 15:54:00",46,43,76,29.22,10,"NW",6,0,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"305627","A-305627",2,"2021-12-17 12:07:36","2021-12-17 13:51:33",43.062511,-76.157988,43.066201,-76.163248,0.368,"Crash on I-81 northbound before Exit 22 - NY 298; Court Street (Syracuse) 1 Left lane of 3 lanes closed",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2021-12-17 11:54:00",48,42,42,29.64,10,"W",15,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"305657","A-305657",4,"2021-10-20 12:43:57","2021-10-20 14:54:37",43.046812,-76.142608,43.03981,-76.142346,0.484,"NYSDOT - Region 3: Crash on I-81 southbound just past Exit 18 - Adams Street; Harrison Street (Syracuse) All lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-10-20 12:54:00",73,73,51,29.56,10,"WSW",13,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"310845","A-310845",2,"2021-08-29 19:31:22","2021-08-29 21:37:21",43.094075,-76.166356,43.095545,-76.170056,0.213,"Incident on I-90 WB near I-90 Drive with caution.",NA,"I-90 W","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-08-29 19:54:00",76,76,97,29.52,10,"ESE",6,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"311849","A-311849",2,"2021-08-27 10:49:27","2021-08-27 13:01:06",43.057605,-76.105168,43.051609,-76.143681,1.988,"Stationary traffic on I-690 W from NY-635/Thompson Rd/Exit 16N-16S-17 (I-690) to I-81 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-08-27 10:54:00",77,77,90,29.7,10,"N",7,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"313734","A-313734",2,"2021-11-04 17:30:40.000000000","2021-11-04 18:18:57.000000000",43.051548,-76.131825,43.053554,-76.15146,1.001,"Stationary traffic on I-690 W from Teall Ave/Exit 14 (I-690) to Genesee St/West St/Exit 11-12 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-11-04 17:54:00",41,41,73,29.82,10,"ENE",3,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"313735","A-313735",2,"2021-10-15 17:10:15.000000000","2021-10-15 18:21:14.000000000",43.057605,-76.105168,43.054039,-76.152918,2.423,"Stationary traffic on I-690 W from NY-635/Thompson Rd/Exit 16N-16S-17 (I-690) to Genesee St/West St/Exit 11-12 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-10-15 16:54:00",72,72,91,29.39,7,"NNE",3,0.02,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"313736","A-313736",2,"2021-08-04 11:32:57.000000000","2021-08-04 12:27:47.000000000",43.051747,-76.1418,43.054358,-76.155771,0.728,"Slow traffic on I-690 W from Teall Ave/Exit 14 (I-690) to Genesee St/West St/Exit 11-12 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-08-04 11:54:00",77,77,52,29.71,10,"VAR",3,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"315316","A-315316",2,"2021-10-19 22:08:05.000000000","2021-10-20 00:13:09.000000000",43.046809,-76.142467,43.047305,-76.142474,0.034,"NYSDOT - Region 3: Crash on I-81 northbound ramp from Almond Street; NY 92 (Syracuse) All lanes closed",NA,"I-81 N","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-10-19 21:54:00",60,60,67,29.48,10,"WSW",14,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Night"
"315317","A-315317",2,"2021-08-02 17:18:35.000000000","2021-08-02 19:30:35.000000000",43.047947,-76.142464,43.04833,-76.14245,0.026,"NYSDOT - Region 3: Crash on I-81 northbound just past Exit 18 - Adams Street; Harrison Street (Syracuse) 1 Right lane of 4 lanes closed",NA,"I-81 N","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-08-02 16:54:00",75,75,40,29.6,10,"WNW",10,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"331259","A-331259",2,"2021-10-16 14:42:43","2021-10-16 15:23:22",43.021529,-76.140322,43.03951,-76.14217,1.246,"Stationary traffic on I-81 N from State St/Exit 17 (I-81) to Adams St/Exit 18 (I-81) due to accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2021-10-16 14:32:00",62,62,96,29.15,5,"W",9,0.07,"Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"333762","A-333762",2,"2021-06-01 12:48:32.000000000","2021-06-01 14:29:28.000000000",43.091849,-76.104958,43.092229,-76.093702,0.569,"Incident on I-90 EB near I-90 Drive with caution.",NA,"I-90 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-06-01 12:54:00",76,76,33,29.76,10,"WSW",6,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"334083","A-334083",2,"2021-08-19 03:49:31.000000000","2021-08-19 06:00:38.000000000",43.05749,-76.10503,43.05904,-76.08831,0.851,"NYSDOT - Region 3: Crash on I-690 eastbound before Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) 2 Left lanes of 4 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-08-19 03:50:00",73,73,NA,29.46,3,"NE",13,0.21,"Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"336755","A-336755",2,"2021-12-03 16:08:32","2021-12-03 18:14:38",43.092166,-76.10679,43.092266,-76.16006,2.688,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway eastbound at After Exit 35 (I-90) - Syracuse (Rte 298) starting 4:08 PM 12/03/2021 [CARS CAD-213370302]",NA,"I-90 W","R","Syracuse","Onondaga","NY","13211","US","US/Eastern","KSYR","2021-12-03 15:54:00",34,25,59,29.59,10,"W",14,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"336939","A-336939",2,"2021-12-27 12:21:24","2021-12-27 13:51:21",43.037406,-76.056364,43.034686,-76.058694,0.222,"Incident on I-481 SB near NY-5 Road closed. Take alternate route.",NA,"I-481 S","R","Syracuse","Onondaga","NY","13214","US","US/Eastern","KSYR","2021-12-27 11:54:00",29,20,82,29.57,10,"E",9,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"338906","A-338906",2,"2021-06-04 07:40:54.000000000","2021-06-04 09:04:53.000000000",43.14225,-76.118113,43.14054,-76.104645,0.689,"Slow traffic on NY-481 S - I-481 S from Circle Dr/Exit 10 (I-481) to I-81/Exit 29N (I-481) due to accident.",NA,"NY-481 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-06-04 07:54:00",70,70,76,29.45,10,"W",3,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"339488","A-339488",2,"2021-12-27 15:29:37.000000000","2021-12-27 17:55:00.000000000",43.054078,-76.15434,43.051288,-76.14888,0.336,"Crash on I-690 eastbound before I-81 Southbound (Syracuse) 1 Right lane of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-12-27 15:54:00",31,22,82,29.44,4,"E",10,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"343949","A-343949",2,"2021-12-10 23:44:47","2021-12-11 02:14:19",43.110215,-76.262039,43.111479,-76.264451,0.15,"Crash on I-690 westbound before Exit 4 - John Glenn Boulevard (Geddes) 1 Right lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-12-10 23:54:00",37,29,82,29.5,10,"E",12,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"344036","A-344036",2,"2021-04-22 06:33:56","2021-04-22 08:58:09",43.116006,-76.135864,43.116407,-76.13645,0.041,"NYSDOT - Region 3: Crash on I-81 southbound just past Exit 28 - Taft Road; North Syracuse (Salina) 1 Right lane of 3 lanes closed",NA,"Col Eileen Collins Blvd","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-04-22 06:27:00",29,19,82,29.37,9,"W",12,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"346103","A-346103",2,"2021-12-09 09:54:08","2021-12-09 11:20:07",43.051353,-76.145628,43.054243,-76.151888,0.374,"Incident on I-81 NB near I-690 Road closed. Take alternate route.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-12-09 09:54:00",29,20,69,29.74,10,"NW",9,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"346104","A-346104",2,"2021-08-04 06:11:00","2021-08-04 07:39:00",43.050956,-76.144436,43.051917,-76.149385,0.259,"Stationary traffic on I-81 N from Harrison St/Exit 18 (I-81) to Clinton St/Salina St/Exit 19 (I-81) due to accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-08-04 05:54:00",57,57,83,29.68,10,"ESE",5,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"346726","A-346726",2,"2021-04-21 07:20:03","2021-04-21 09:05:42",43.055237,-76.161657,43.057307,-76.178547,0.865,"Stationary traffic on I-690 W from Genesee St/West St/Exit 11-12 (I-690) to NY-298/Bear St/Exit 9 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-04-21 07:22:00",35,29,78,29.34,1,"NNE",7,0.01,"Snow and Sleet","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
